neighbourhood,room_type,price,minimum_nights,availability_365,accommodates,District,rental_type,license_disclosed
Waterfront Communities The Island,Entire home/apt,335,28,190,5,Toronto,Short-term rental,Yes
Danforth East York,Entire home/apt,200,31,309,5,Toronto,Long-term rental,No
High Park Swansea,Shared room,300,1,98,1,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,193,28,0,4,Toronto,Short-term rental,No
High Park North,Private room,85,3,53,2,Toronto,Short-term rental,Yes
High Park North,Entire home/apt,189,2,257,2,Toronto,Short-term rental,Yes
The Beaches,Private room,35,28,153,1,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Private room,213,28,233,3,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,180,28,264,3,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,275,28,334,2,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,350,28,49,5,Toronto,Short-term rental,Yes
Downsview Roding Cfb,Private room,95,2,281,2,North York,Short-term rental,Yes
Mimico (Includes Humber Bay Shores),Private room,150,28,364,1,Etobicoke,Short-term rental,No
Mount Pleasant West,Entire home/apt,147,2,92,4,Toronto,Short-term rental,Yes
Moss Park,Entire home/apt,148,2,0,2,Toronto,Short-term rental,Yes
Moss Park,Entire home/apt,155,2,0,2,Toronto,Short-term rental,Yes
Trinity Bellwoods,Private room,46,1,38,1,Toronto,Short-term rental,Yes
Islington City Centre West,Private room,80,28,365,2,Etobicoke,Short-term rental,No
Trinity Bellwoods,Private room,70,1,0,1,Toronto,Short-term rental,Yes
Trinity Bellwoods,Entire home/apt,74,28,8,2,Toronto,Short-term rental,No
Willowdale West,Entire home/apt,80,28,149,2,North York,Short-term rental,No
Dovercourt Wallace Emerson Junction,Private room,125,3,174,2,Toronto,Short-term rental,Yes
Little Portugal,Private room,53,28,318,1,Toronto,Short-term rental,No
Etobicoke West Mall,Entire home/apt,182,3,266,4,Toronto,Short-term rental,Yes
Bay Street Corridor,Entire home/apt,325,28,32,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,165,28,39,5,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,456,1,114,4,Toronto,Short-term rental,Yes
South Riverdale,Entire home/apt,150,28,313,4,Toronto,Short-term rental,No
Moss Park,Entire home/apt,150,2,0,2,Toronto,Short-term rental,Yes
Little Portugal,Private room,50,28,317,1,Toronto,Short-term rental,No
Bay Street Corridor,Entire home/apt,346,28,85,6,Toronto,Short-term rental,No
Bay Street Corridor,Entire home/apt,333,28,90,6,Toronto,Short-term rental,No
Dufferin Grove,Entire home/apt,95,28,37,3,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,388,1,210,5,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,193,28,210,5,Toronto,Short-term rental,No
Niagara,Entire home/apt,200,28,24,5,Toronto,Short-term rental,Yes
Moss Park,Private room,72,1,54,2,Toronto,Short-term rental,Yes
Roncesvalles,Entire home/apt,100,28,154,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,262,2,192,4,Toronto,Short-term rental,Yes
Islington City Centre West,Private room,105,1,73,2,Etobicoke,Short-term rental,Yes
Alderwood,Private room,91,28,67,2,Etobicoke,Short-term rental,Yes
East End Danforth,Entire home/apt,153,1,143,2,Toronto,Short-term rental,Yes
South Parkdale,Entire home/apt,125,28,260,2,Toronto,Short-term rental,No
South Riverdale,Entire home/apt,111,1,107,2,Toronto,Short-term rental,Yes
Yonge St Clair,Entire home/apt,111,29,336,2,Toronto,Long-term rental,Exempt
Long Branch,Entire home/apt,80,28,364,4,Etobicoke,Short-term rental,Yes
South Riverdale,Private room,111,1,101,2,Toronto,Short-term rental,Yes
Caledonia Fairbank,Entire home/apt,99,1,160,2,York,Short-term rental,Yes
Little Portugal,Private room,62,28,338,1,Toronto,Short-term rental,No
Bayview Woods Steeles,Private room,38,28,362,2,North York,Short-term rental,No
Waterfront Communities The Island,Private room,204,1,12,3,Toronto,Short-term rental,Yes
Clairlea Birchmount,Entire home/apt,183,2,88,7,Scarborough,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,187,1,17,4,Toronto,Short-term rental,Yes
Cabbagetown South St James Town,Entire home/apt,500,31,365,5,Toronto,Long-term rental,No
Islington City Centre West,Private room,55,28,364,2,Etobicoke,Short-term rental,No
Caledonia Fairbank,Entire home/apt,355,28,237,6,York,Short-term rental,Yes
Bendale,Entire home/apt,170,28,363,10,Scarborough,Short-term rental,No
The Beaches,Private room,32,28,348,1,Toronto,Short-term rental,Yes
Highland Creek,Entire home/apt,82,28,58,2,Scarborough,Short-term rental,Yes
Newtonbrook West,Private room,54,28,165,4,North York,Short-term rental,Exempt
Flemingdon Park,Entire home/apt,300,28,364,2,North York,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,202,28,201,2,Toronto,Short-term rental,No
South Riverdale,Entire home/apt,285,28,119,7,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,432,28,269,4,Toronto,Short-term rental,Yes
Tam O Shanter Sullivan,Private room,98,1,353,4,Scarborough,Short-term rental,Yes
Tam O Shanter Sullivan,Entire home/apt,488,1,299,14,Scarborough,Short-term rental,Yes
Bendale,Private room,45,28,321,1,Scarborough,Short-term rental,No
Bedford Park Nortown,Entire home/apt,218,2,250,6,Toronto,Short-term rental,Yes
Church Yonge Corridor,Entire home/apt,130,28,334,2,Toronto,Short-term rental,Exempt
Trinity Bellwoods,Entire home/apt,399,28,167,6,Toronto,Short-term rental,Yes
Lansing Westgate,Entire home/apt,600,28,334,6,North York,Short-term rental,No
The Beaches,Private room,35,28,138,1,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Private room,218,28,0,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,582,1,334,6,Toronto,Short-term rental,Yes
Weston Pellam Park,Private room,109,1,351,2,York,Short-term rental,Yes
Stonegate Queensway,Private room,135,28,89,2,Toronto,Short-term rental,No
Church Yonge Corridor,Entire home/apt,336,28,269,7,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,189,28,294,4,Toronto,Short-term rental,No
Maple Leaf,Private room,58,10,143,2,North York,Short-term rental,Yes
Maple Leaf,Private room,53,10,104,2,North York,Short-term rental,Yes
St Andrew Windfields,Entire home/apt,451,5,343,12,Toronto,Short-term rental,Yes
The Beaches,Private room,40,28,106,1,Toronto,Short-term rental,Yes
Annex,Entire home/apt,399,28,365,3,Toronto,Short-term rental,Yes
Keelesdale Eglinton West,Private room,67,1,235,2,Toronto,Short-term rental,Yes
Kensington Chinatown,Private room,66,2,19,2,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,185,28,58,4,Toronto,Short-term rental,Yes
Humber Summit,Entire home/apt,149,28,365,8,North York,Short-term rental,No
Kingsview Village The Westway,Private room,99,28,362,2,Etobicoke,Short-term rental,No
Kingsview Village The Westway,Private room,99,28,364,2,Etobicoke,Short-term rental,No
Humbermede,Private room,39,6,313,1,North York,Short-term rental,Yes
Malvern,Entire home/apt,350,29,179,10,Scarborough,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,159,28,365,3,Toronto,Short-term rental,Exempt
Bendale,Private room,42,30,364,2,Scarborough,Long-term rental,No
Briar Hill Belgravia,Entire home/apt,101,2,252,2,Toronto,Short-term rental,Yes
Moss Park,Entire home/apt,100,28,143,2,Toronto,Short-term rental,No
Mount Pleasant West,Entire home/apt,180,4,295,4,Toronto,Short-term rental,Yes
Banbury Don Mills,Private room,40,28,58,1,North York,Short-term rental,Yes
Oakwood Village,Entire home/apt,100,2,237,2,York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,229,2,39,2,Toronto,Short-term rental,Yes
Bendale,Private room,40,28,343,2,Scarborough,Short-term rental,No
Mount Pleasant West,Entire home/apt,190,28,337,6,Toronto,Short-term rental,No
Bay Street Corridor,Entire home/apt,378,2,254,6,Toronto,Short-term rental,Yes
South Parkdale,Entire home/apt,225,1,106,2,Toronto,Short-term rental,Yes
Greenwood Coxwell,Entire home/apt,250,1,24,6,Toronto,Short-term rental,Yes
Islington City Centre West,Entire home/apt,150,28,364,4,Etobicoke,Short-term rental,Exempt
Bedford Park Nortown,Entire home/apt,137,4,159,2,Toronto,Short-term rental,Yes
Annex,Entire home/apt,96,28,318,2,Toronto,Short-term rental,No
Bay Street Corridor,Entire home/apt,133,28,62,3,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,90,28,2,2,Toronto,Short-term rental,No
Yonge Eglinton,Entire home/apt,219,28,364,4,Toronto,Short-term rental,No
Niagara,Entire home/apt,180,1,113,2,Toronto,Short-term rental,Yes
The Beaches,Private room,82,28,365,1,Toronto,Short-term rental,No
Old East York,Entire home/apt,185,28,89,6,East York,Short-term rental,No
South Riverdale,Private room,120,1,94,2,Toronto,Short-term rental,Yes
Willowdale East,Private room,65,28,364,1,North York,Short-term rental,Yes
Niagara,Entire home/apt,199,28,365,3,Toronto,Short-term rental,No
Pleasant View,Private room,95,1,6,2,North York,Short-term rental,Yes
Trinity Bellwoods,Private room,61,28,75,1,Toronto,Short-term rental,No
Trinity Bellwoods,Private room,55,28,59,1,Toronto,Short-term rental,No
West Humber Clairville,Entire home/apt,98,30,364,2,Etobicoke,Long-term rental,Yes
Waterfront Communities The Island,Entire home/apt,159,28,90,2,Toronto,Short-term rental,No
Corso Italia Davenport,Entire home/apt,236,2,105,6,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,192,3,348,4,Toronto,Short-term rental,Yes
Mount Olive Silverstone Jamestown,Private room,350,7,179,1,Toronto,Short-term rental,Yes
Trinity Bellwoods,Entire home/apt,185,2,260,2,Toronto,Short-term rental,Yes
Mount Dennis,Entire home/apt,75,1,136,2,York,Short-term rental,Yes
Long Branch,Private room,202,1,364,4,Etobicoke,Short-term rental,Yes
West Humber Clairville,Private room,69,28,364,1,Etobicoke,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,249,28,90,4,Toronto,Short-term rental,No
Mimico (Includes Humber Bay Shores),Entire home/apt,160,28,114,4,Etobicoke,Short-term rental,No
Little Portugal,Entire home/apt,85,28,312,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,219,3,61,3,Toronto,Short-term rental,Yes
South Riverdale,Entire home/apt,369,2,273,3,Toronto,Short-term rental,Yes
West Humber Clairville,Entire home/apt,139,2,27,2,Etobicoke,Short-term rental,Yes
Kensington Chinatown,Entire home/apt,83,28,157,3,Toronto,Short-term rental,No
Old East York,Entire home/apt,426,2,255,8,East York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,197,28,363,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,173,28,343,4,Toronto,Short-term rental,No
Clanton Park,Entire home/apt,265,3,61,6,North York,Short-term rental,Yes
East End Danforth,Entire home/apt,160,28,365,6,Toronto,Short-term rental,No
Annex,Entire home/apt,413,1,336,4,Toronto,Short-term rental,Yes
Moss Park,Entire home/apt,128,28,365,2,Toronto,Short-term rental,No
Moss Park,Entire home/apt,148,28,365,2,Toronto,Short-term rental,No
Junction Area,Entire home/apt,75,30,0,4,Toronto,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,414,28,32,6,Toronto,Short-term rental,Yes
Moss Park,Entire home/apt,206,5,280,2,Toronto,Short-term rental,Yes
Palmerston Little Italy,Entire home/apt,293,1,0,6,Toronto,Short-term rental,Yes
Rouge,Entire home/apt,171,2,359,4,Scarborough,Short-term rental,Yes
Briar Hill Belgravia,Private room,86,28,364,2,Toronto,Short-term rental,No
Tam O Shanter Sullivan,Private room,100,28,88,2,Scarborough,Short-term rental,Yes
Tam O Shanter Sullivan,Private room,100,1,364,2,Scarborough,Short-term rental,Yes
Willowdale West,Private room,110,2,80,2,North York,Short-term rental,Yes
Kennedy Park,Private room,68,28,341,2,Toronto,Short-term rental,No
Palmerston Little Italy,Private room,100,28,358,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,96,28,293,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,481,28,160,8,Toronto,Short-term rental,Yes
Downsview Roding Cfb,Private room,55,30,90,2,North York,Long-term rental,No
Steeles,Private room,49,1,85,2,North York,Short-term rental,No
Trinity Bellwoods,Private room,75,30,1,2,Toronto,Long-term rental,No
Bay Street Corridor,Entire home/apt,150,28,35,5,Toronto,Short-term rental,No
Humewood Cedarvale,Private room,95,2,292,1,York,Short-term rental,Yes
Stonegate Queensway,Private room,79,1,337,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Private room,374,2,75,6,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,179,28,332,5,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,172,28,280,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,175,28,89,2,Toronto,Short-term rental,No
South Parkdale,Entire home/apt,180,7,44,2,Toronto,Short-term rental,Yes
Mimico (Includes Humber Bay Shores),Entire home/apt,56,30,314,1,Etobicoke,Long-term rental,No
Stonegate Queensway,Private room,72,1,276,2,Toronto,Short-term rental,Yes
North St James Town,Entire home/apt,280,28,365,6,Toronto,Short-term rental,Yes
High Park North,Entire home/apt,172,1,291,3,Toronto,Short-term rental,Yes
University,Private room,75,28,1,2,Toronto,Short-term rental,No
South Riverdale,Entire home/apt,110,31,115,2,Toronto,Long-term rental,No
Bay Street Corridor,Entire home/apt,133,28,72,3,Toronto,Short-term rental,No
Maple Leaf,Entire home/apt,95,28,84,2,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,299,28,180,3,Toronto,Short-term rental,Yes
West Humber Clairville,Entire home/apt,115,28,297,5,Etobicoke,Short-term rental,No
Moss Park,Entire home/apt,129,28,259,3,Toronto,Short-term rental,No
Church Yonge Corridor,Entire home/apt,100,28,121,2,Toronto,Short-term rental,No
Old East York,Entire home/apt,100,28,365,4,East York,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,309,28,69,5,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,229,28,90,5,Toronto,Short-term rental,No
O Connor Parkview,Entire home/apt,487,28,81,8,East York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,269,28,174,6,Toronto,Short-term rental,Yes
Oakridge,Private room,74,3,14,1,Scarborough,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,209,28,90,4,Toronto,Short-term rental,Yes
Bay Street Corridor,Entire home/apt,179,28,41,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,454,89,173,6,Toronto,Long-term rental,Yes
Downsview Roding Cfb,Entire home/apt,350,1,0,6,North York,Short-term rental,Yes
Trinity Bellwoods,Private room,57,28,31,1,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,1000,28,90,10,Toronto,Short-term rental,No
South Parkdale,Entire home/apt,75,28,337,3,Toronto,Short-term rental,No
Woodbine Lumsden,Entire home/apt,89,28,88,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,199,28,90,4,Toronto,Short-term rental,No
Niagara,Private room,51,30,62,1,Toronto,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,279,30,239,4,Toronto,Long-term rental,No
Bayview Village,Private room,54,1,18,2,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,309,28,84,6,Toronto,Short-term rental,Yes
Yorkdale Glen Park,Private room,86,2,64,2,North York,Short-term rental,Yes
Willowdale East,Entire home/apt,249,28,30,4,North York,Short-term rental,Yes
Mimico (Includes Humber Bay Shores),Entire home/apt,165,28,120,2,Etobicoke,Short-term rental,Yes
Trinity Bellwoods,Private room,64,1,55,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,20,1,204,2,Toronto,Short-term rental,Yes
Trinity Bellwoods,Private room,60,1,62,2,Toronto,Short-term rental,Yes
Trinity Bellwoods,Private room,59,30,62,2,Toronto,Long-term rental,No
Little Portugal,Entire home/apt,80,28,259,4,Toronto,Short-term rental,No
Trinity Bellwoods,Entire home/apt,379,28,0,8,Toronto,Short-term rental,Yes
Old East York,Entire home/apt,53,90,0,4,East York,Long-term rental,No
Trinity Bellwoods,Private room,54,28,129,1,Toronto,Short-term rental,No
Yonge St Clair,Entire home/apt,175,28,272,4,Toronto,Short-term rental,No
Willowridge Martingrove Richview,Entire home/apt,390,2,0,8,Etobicoke,Short-term rental,Yes
Parkwoods Donalda,Private room,44,1,67,1,North York,Short-term rental,Yes
Trinity Bellwoods,Private room,59,28,88,1,Toronto,Short-term rental,No
Dovercourt Wallace Emerson Junction,Entire home/apt,110,28,258,5,Toronto,Short-term rental,No
Weston Pellam Park,Private room,59,28,88,2,York,Short-term rental,Yes
Kensington Chinatown,Entire home/apt,150,120,313,2,Toronto,Long-term rental,No
